VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,"*The data gathered by the NGO Shipbreaking Platform is sourced from different outlets and stakeholders, and is cross-checked whenever possible.
The data upon which this information is based is correct to the best of the Platform’s knowledge, and the Platform takes no responsibility for the accuracy of the information provided. 
The Platform will correct or complete data if any inaccuracy is signaled. All data which has been provided is publicly available and does not reveal any confidential business information."
IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,CHANGE OF FLAG FOR BREAKING,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,COMMENT,,
9183867,GEOWAVE COMMANDER,Research Survey Vessel,5631,,1998,Norway (Nis),,DOF ASA,Norway,Fjord Shipping AS-Maaloy,Master & Commander AS,Norway,Feda,Norway,2020-12-01 00:00:00,,,
7364601,BURAK A,General Cargo Ship,1245,730,1974,Turkey,,Muhsin Altintas Alden,Turkey,Muhsin Altintas Alden,Muhsin Altintas Alden,Turkey,Aliaga,Turkey,2020-12-01 00:00:00,,,
8638932,ADRIATICO,Bucket Ladder Dredger,840,,1967,Belgium,,Dredging International NV,Belgium,Dredging International NV,Dredging International NV,Belgium,Ghent,Belgium,2021-01-01 00:00:00,,,
9083964,ARGO I,Ore Carrier,146393,38832,1995,St Kitts & Nevis,Isle of Man,Berge Bulk Ltd,Bermuda,Berge Bulk Maritime Pte Ltd,Berge Lhotse Co SA,Panama,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9538830,BULLY II,Drilling Ship,30270,27147,2011,St Kitts & Nevis,Liberia,Borr Drilling Ltd,Bermuda,Noble Drilling US LLC,Bully 2 Switzerland GmbH,Switzerland,Alang,India,2021-01-01 00:00:00,,,
7726677,ALGOMA ENTERPRISE,"Bulk Carrier, Self-discharging, Laker",23395,9194,1979,Canada,,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Port Colborne,Canada,2021-01-01 00:00:00,,,
8763581,HAI YANG SHI YOU 102,"FPSO, Oil",35727,15352,1990,China ,,China National Offshore Oil,China ,China Offshore Oil Bohai Corp,China National Offshore Oil,China ,Unknown,China ,2021-01-01 00:00:00,,,
9100229,NAJA ARCTICA,Container Ship (Fully Cellular),11612,5347,1994,Denmark ,,Denmark Govt,Denmark,Royal Arctic Line A/S,Royal Arctic Line A/S,Greenland,Frederikshaven,Denmark,2021-01-01 00:00:00,,,
9100231,NUKA ARCTICA,Container Ship (Fully Cellular),11612,5347,1995,Denmark ,,Denmark Govt,Denmark,Royal Arctic Line A/S,Royal Arctic Line A/S,Greenland,Frederikshaven,Denmark,2021-01-01 00:00:00,,,
8223854,PRINCESS DINA,General Cargo Ship,3901,2105,1983,Comoros,,El Reedy Shipping,Egypt,Cedar Marine Services SAL,Dina Shipping Inc,Marshall Islands,Gadani,Pakistan,2021-01-01 00:00:00,,,
9245639,ZINGA,Platform Supply Ship,2160,,2002,Gabon,St Vincent & The Grenadines,Bourbon Corp SA,France,Bourbon Offshore Surf SAS,Mastshipping Lda,Portugal,Alang,India,2021-01-01 00:00:00,,,
9236963,CROWN,Anchor Handling Tug Supply,3154,3479,2001,St Kitts & Nevis,Bahamas,Bourbon Corp SA,France,Bourbon Offshore Surf SAS,Bourbon Supply Investissements,France,Alang,India,2021-01-01 00:00:00,,,
4546856,TENACE,Tug,896,,1972,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Le Havre,France,2021-01-01 00:00:00,,,
9066760,SUSI,Bulk Carrier,22147,8973,1994,Liberia,,MST Mineralien Schiffahrt GmbH,Germany,MINSHIP Shipmanagement GmbH,Barbara GmbH & Co KG,Germany,Alang,India,2021-01-01 00:00:00,,,
9118329,ANTO,Bulk Carrier,26341,7985,1996,Palau,Malta,Chekka Shipping SA,Greece,Chekka Shipping SA,Faraj Navigation Ltd,Malta,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9259331,EURODESTINY,Crude Oil Tanker,159936,39803,2003,Liberia,,Eurotankers Inc,Greece,Eurotankers Inc,Fish Town Shipping SA,Liberia,Gadani,Pakistan,2021-01-01 00:00:00,,,
6417097,MARCO POLO,Passenger/Cruise,22080,14561,1965,Tanzania (Zanzibar),Bahamas,Global Maritime Group Inc,Greece,Cruise & Maritime Voyages Ltd,Story Cruise Ltd,Liberia,Alang,India,2021-01-01 00:00:00,,,
8217881,MAGES,Passenger/Cruise,46052,20912,1985,Comoros,Bahamas,Global Maritime Group Inc,Greece,Cruise & Maritime Voyages Ltd,Epic Cruise Ltd,Bahamas,Alang,India,2021-01-01 00:00:00,"Before demolition, this unit was briefly owned by Seajets' owner Marios Iliopoulos.",,
9292022,DALIAN,General Cargo Ship,23119,12723,2004,Marshall Islands,,LS Asset,Guernsey,Rickmers-Linie,Darwin Ltd,Isle of Man,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9220990,AN LI,Bulk Carrier,87407,24604,2000,Niue,Panama,An Li Ocean Ltd,Hong Kong,An Li Ocean Ltd,An Li Ocean Ltd,Hong Kong,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
8124371,K EAGLE,Container Ship (Fully Cellular),31041,13635,1983,St Kitts & Nevis,,Blue Ideas Ltd,Hong Kong,Blue Ideas Ltd,Blue Ideas Ltd,Hong Kong,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
8900517,CAROL HK,"Bulk Carrier, Self-discharging",43332,13401,1990,Panama,,Hong Da International Group,Hong Kong,Jiuzhou International Shpg Ltd,Jiuzhou International Shpg Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
7215161,ROPOLIS,Passenger/Ro-Ro Ship (Vehicles),17261,8342,1972,St Kitts & Nevis,Jamaica,Hopewin Ship Management,Hong Kong,Hopewin Ship Management,Metropolis Cruise Co Ltd,Hong Kong   ,Alang,India,2021-01-01 00:00:00,,,
8721014,LIZA,General Cargo Ship,4643,3120,1988,Russia,,PESCO ,Hong Kong,PESCO ,PESCO ,Hong Kong,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
8900529,BERNI HK,"Bulk Carrier, Self-discharging",43332,13450,1991,Panama,,Unknown,Hong Kong,Fujian Marine Co Ltd,Great Faith Asia Pacific Shpg,Hong Kong   ,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9082881,WUYI HK,Bulk Carrier,39422,11750,1995,Panama,,Unknown,Hong Kong,Star Hong Kong Shipping Ltd,Star Hong Kong Shipping Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9019286,ADINATH ONE,Platform Supply Ship,2145,1648,1992,India,,Great United Energy Pvt Ltd,India,Great United Energy Pvt Ltd,Great United Energy Pvt Ltd,India,Alang,India,2021-01-01 00:00:00,,,
9141986,SEAPOL ENDEAVOUR,Bulk Carrier,26021,8100,1996,India,,Seaport Logistics Pvt Ltd,India,Seaport Logistics Pvt Ltd,Seaport Logistics Pvt Ltd,India,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9238935,ZUI,Ro-Ro Cargo Ship,13097,7631,2001,Comoros,Japan,Kuribayashi Steamship Co Ltd,Japan,Kuribayashi Steamship Co Ltd,Japan Railway/Kuribayashi,Japan,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9165322,GREAT SUNRISE,Ore Carrier,83015,20719,1999,Panama,,NYK Line,Japan,Asahi Shipping Co Ltd,Artemis Shipholding/Kyoku Ship,Panama,Alang,India,2021-01-01 00:00:00,,,
8014473,SENSHU MARU,LNG Tanker,102330,20296,1984,Panama,,NYK Line,Japan,Kawasaki Kisen Kaisha Ltd,Nippon/Mitsui/Kawasaki/Indigo,Japan,Alang,India,2021-01-01 00:00:00,,,
9006693,NAMHAE,LPG Tanker,4236,2743,1991,Niue,Korea (South),GS Holdings,Korea (South),Sangji Shipping Co Ltd,GS-Caltex Corp,Korea (South),Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9129043,HANJIN 3006,General Cargo Ship,2794,2106,1996,Korea (South),,Hanjin Transportation Co Ltd,Korea (South),Hanjin Transportation Co Ltd,Hanjin Transportation Co Ltd,Korea (South),Busan,Korea (South),2021-01-01 00:00:00,,,
9170444,LILA BUSAN,Bulk Carrier,76068,18163,1998,Liberia,Korea (South),Pan Ocean Co Ltd,Korea (South),Pan Ocean Co Ltd,Pan Ocean Co Ltd,Korea (South),Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9030943,NEPTUNE 1,Ore Carrier,164325,46971,1993,Comoros,Marshall Islands,Polaris Shipping Co Ltd,Korea (South),Polaris Shipping Co Ltd,PS-1 Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
8756227,MOBILE PRODUCER 10,"Production Platform, jack up",5452,9439,1975,Niue,Malaysia,PETRONAS,Malaysia,PETRONAS,PETRONAS,Malaysia,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
7925819,ERIN,"FPSO, Oil",54702,24201,1984,Palau,Malaysia,Sabah International Petroleum,Malaysia,Sabah International Petroleum,Sabah International Petroleum,Malaysia,Gadani,Pakistan,2021-01-01 00:00:00,,,
9008811,DIMA,Products Tanker,6765,4048,1992,Comoros,,Dima Shipping Ltd,Marshall Islands,Dima Shipping Ltd,Dima Shipping Ltd,Marshall Islands,Gadani,Pakistan,2021-01-01 00:00:00,,,
9085352,WUGANG ATLANTIC,Ore Carrier,156281,41554,1995,Liberia,,Zodiac Group Monaco SAM,Monaco,Zodiac Maritime Ltd,Spert Shipping Inc,Liberia,Alang,India,2021-01-01 00:00:00,,,
8750833,DEEPSEA BERGEN,"Drilling Rig, semi Submersible",15549,14739,1983,Norway,,JO Odfjell AS,Norway,Odfjell Drilling AS,Odfjell Rig II Ltd,Bermuda,Aliaga,Turkey,2021-01-01 00:00:00,,,
8919934,INTEGRITY,Vehicles Carrier,52479,16300,1992,United States Of America,,Wilhelmsen Holding ASA,Norway,American Roll-on Roll-off,Fidelio LP,United States Of America,Aliaga,Turkey,2021-01-01 00:00:00,,,
9038749,Y 5,Crude Oil Tanker,55864,16506,1994,St Kitts & Nevis,Panama,Fainan Investments SA,Panama,Fainan Investments SA,Fainan Investments SA,Panama,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
8506452,OCEAN WISDOM,General Cargo Ship,2800,1350,1985,Philippines,,Oceanic Container Lines Inc,Philippines,Oceanic Container Lines Inc,Oceanic Container Lines Inc,Philippines,Navotas,Philippines,2021-01-01 00:00:00,,,
9160308,NEREUS,Chemical/Products Tanker,5136,2940,1998,Palau,Panama,Nakhodka-Portbunker Co Ltd,Russia,Nakhodka-Portbunker Co Ltd,Nakhodka-Portbunker Co Ltd,Russia,Alang,India,2021-01-01 00:00:00,,,
8002511,NBCO 3,Products Tanker,4468,2680,1981,Saudi Arabia,,National Bunkering Co Ltd,Saudi Arabia,National Bunkering Co Ltd,National Bunkering Co Ltd,Saudi Arabia,Gadani,Pakistan,2021-01-01 00:00:00,,,
9158795,SUNNY SKY,General Cargo Ship,4165,2316,1998,Gabon,Mongolia,Benchmark Trading Co Ltd,Seychelles,Benchmark Trading Co Ltd,Benchmark Trading Co Ltd,Seychelles,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
9084516,SALA,Products Tanker,17751,7730,1995,Panama,,Iships Maritime,Singapore,Iships Management Pte Ltd,Red Sea Shipping Co Corp,Panama,Gadani,Pakistan,2021-01-01 00:00:00,,,
8419738,NP THANYA 1,Vehicles Carrier,6631,2642,1985,Thailand,,SC Group,Thailand,NP Marine Co Ltd,NP Marine Co Ltd,Thailand,Chittagong,Bangladesh,2021-01-01 00:00:00,,,
8712154,ALAHAN,Chemical/Products Tanker,3693,2140,1988,Turkey,,Beykim Petrolculuk Gemi,Turkey,Beykar Denizcilik Gemi,Beykim Petrolculuk Gemi,Turkey,Alang,India,2021-01-01 00:00:00,,,
7809883,CEMAL KAPTAN,General Cargo Ship,1908,1003,1979,Turkey,,OF Denizcilik Ticaret AS,Turkey,OF Denizcilik Ticaret AS,OF Denizcilik Ticaret AS,Turkey,Aliaga,Turkey,2021-01-01 00:00:00,,,
8721325,AMUR-2506,General Cargo Ship,3086,1865,1985,Panama,,ZCR Denizcilik Ticaret Ltd Sti,Turkey,ZCR Denizcilik Ticaret Ltd Sti,Little Line Inc,Marshall Islands,Aliaga,Turkey,2021-01-01 00:00:00,,,
8230297,RAINBOW,General Cargo Ship,2457,1252,1990,Palau,,MD Shipping Co,Ukraine,Tesoro Marine LLC,Rainbow Shipping Ltd,Belize,Aliaga,Turkey,2021-01-01 00:00:00,,,
6919514,BISLAN,General Cargo Ship,2406,1151,1969,Moldova,,Sea Star-Kherson,Ukraine,Sea Star-Kherson,Tad Ship Transport Inc,Cambodia,Aliaga,Turkey,2021-01-01 00:00:00,,,
7208106,JIGAWA,Vehicles Carrier,2758,1345,1972,Moldova,,Vival Marine Ltd,Ukraine,Vival Marine Ltd,Blacklock Trading Ltd,Marshall Islands,Aliaga,Turkey,2021-01-01 00:00:00,,,
7726316,STAND SUPPLIER,Platform Supply Ship,664,,1977,Panama,,Global Marine Ship Mgmt & Ops,United Arab Emirates,Global Marine Ship Mgmt & Ops,Green Ocean Supplier Ltd,St Vincent & The Grenadines,Unknown,Unknown,2021-01-01 00:00:00,,,
9308522,GOLDEN PRIDE,Platform Supply Ship,972,911,2003,Unknown,,Golden Star Marine FZE,United Arab Emirates,Golden Star Marine FZE,AK Marine Services Pte Ltd,Singapore,Alang,India,2021-01-01 00:00:00,,,
9010802,SOHO,Products Tanker,14332,7550,1991,Tanzania,,Ocean Petroleum FZCO,United Arab Emirates,Ocean Petroleum FZCO,Soho Maritime Inc,Marshall Islands,Gadani,Pakistan,2021-01-01 00:00:00,,,
8023412,MOHAMED 1,General Cargo Ship,1746,961,1981,Tanzania (Zanzibar),,Sea Jewel Commercial Brokers,United Arab Emirates,Sea Jewel Commercial Brokers,Shaheen Shipping Lines Inc,Panama,Gadani,Pakistan,2021-01-01 00:00:00,,,
7432094,PUTFORD WORKER,Platform Supply Ship,1417,,1976,United Kingdom,,Boston Putford Offshore Safety,United Kingdom,Boston Putford Offshore Safety,Boston Putford Offshore Safety,United Kingdom,Grenaa,Denmark,2021-01-01 00:00:00,,,
8314134,GRAND,Passenger/Cruise,47263,21599,1987,St Kitts & Nevis,Bahamas,Bahamas Paradise Cruise Line,United States Of America,Bahamas Paradise Cruise Line,Unknown,Unknown,Alang,India,2021-01-01 00:00:00,,,
9109031,ST VICTORIA,Passenger/Cruise,75166,30357,1996,Italy,,Carnival Corp,United States Of America,Genova Trasporti Marittimi Srl,Genova Trasporti Marittimi Srl,Italy,Aliaga,Turkey,2021-01-01 00:00:00,,,
9412919,CHIASSON,Anchor Handling Tug Supply,2465,2481,2009,St Kitts & Nevis,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine LLC,Zapata Gulf Marine LLC,United States Of America,Alang,India,2021-01-01 00:00:00,,,
9422885,INSTONE,Anchor Handling Tug Supply,1713,1529,2008,Palau,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Tidewater Properties Ltd,Cayman Islands,Alang,India,2021-01-01 00:00:00,,,
9530280,DEROCHE,Anchor Handling Tug Supply,1458,1451,2010,Palau,Vanuatu,Tidewater Inc,United States Of America,Tidewater Inc,Aqua Fleet Ltd,Cayman Islands,Alang,India,2021-01-01 00:00:00,,,
9258909,HIGHTOWER,Platform Supply Ship,3183,2596,2002,Palau,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Tidewater Hulls Ltd,Cayman Islands,Alang,India,2021-01-01 00:00:00,,,
9389459,THOMPSON,Anchor Handling Tug Supply,2256,1922,2007,Palau,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-CAM,Purple Fleet Ltd,Cayman Islands,Alang,India,2021-01-01 00:00:00,,,
9556351,VRANA,Anchor Handling Tug Supply,1370,1447,2009,Palau,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-UAE,VTG Ships Ltd,Cayman Islands,Alang,India,2021-01-01 00:00:00,,,
9590254,KOSARCA,Platform Supply Ship,3393,2658,2011,Palau,Vanuatu,Tidewater Inc,United States Of America,Tidewater Inc,Tidewater Marine Intl Inc-CAM,Cayman Islands,Alang,India,2021-01-01 00:00:00,,,
9050412,ULF,Products Tanker,6544,3552,1994,St Kitts & Nevis,Panama,Unknown,Unknown,Tankers Ocean Shipmanagement,Guangyao Logistics Pte Ltd,Singapore,Alang,India,2021-01-01 00:00:00,,,
8116843,AMAL NEPTUNE,General Cargo Ship,3898,2062,1981,Tanzania (Zanzibar),,Unknown,Unknown,Cedar Marine Services SAL,Cedar Marine Services SAL,Lebanon,Alang,India,2021-01-01 00:00:00,,,
8758079,OCEAN CONFIDENCE,"Drilling Rig, semi Submersible",27954,24890,1987,Togo,,Unknown,Unknown,Royta Shipping Inc,Royta Shipping Inc,Panama,Aliaga,Turkey,2021-01-01 00:00:00,,,
7637149,DAMLA,Passenger/Ro-Ro Ship (Vehicles),13505,7139,1978,Belize,Cyprus,Unknown,Unknown,Unknown,Unknown,Unknown,Aliaga,Turkey,2021-01-01 00:00:00,,,
7516292,SHAHEED RUHUL AMIN,Training Ship,884,1323,1976,Bangladesh,,Bangladesh Govt,Bangladesh,Bangladesh Govt Navy Dept,Bangladesh Govt Navy Dept,Bangladesh,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9166364,SEA LEOPARD,Anchor Handling Tug Supply,2556,,1998,Unknown,,SFL Corporation Ltd,Bermuda,Deep Sea Supply Plc,SFL Sea Leopard Ltd,Cyprus,Feda,Norway,2021-02-01 00:00:00,,,
7903562,JING LU YUAN 005,Fishing Vessel,697,,1979,China ,,Penglai Jing Lu Fisheries Co,China ,Penglai Jing Lu Fisheries Co,Penglai Jing Lu Fisheries Co,China ,Unknown,China ,2021-02-01 00:00:00,,,
9164225,MAERSK AHRAM,Container Ship (Fully Cellular),14557,5919,1998,Gabon,Egypt,Moller AP,Denmark,Maersk A/S,Maersk Egypt SAE,Egypt,Alang,India,2021-02-01 00:00:00,,,
4546844,MALABAR,Tug,896,,1975,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Le Havre,France,2021-02-01 00:00:00,,,
9149794,MERCHANT,Ore Carrier,155051,37538,1997,St Kitts & Nevis,Liberia,Laeisz F Schiffahrts mbH & Co,Germany,Neu Seeschiffahrt GmbH,Peene Ore GmbH & Co KG,Germany,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9221009,COSMO,Bulk Carrier,87378,24557,2001,Comoros,Malta,Alpha Bulkers Shipmanagement,Greece,Alpha Bulkers Shipmanagement,Tropic Ventures SA,Liberia,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8400218,ORHAN-Y,Bulk Carrier,16605,5608,1984,Sierra Leone,,Endeavor Shipping Ltd,Greece,Endeavor Shipping Ltd,Endeavor Shipping Ltd,Marshall Islands,Gadani,Pakistan,2021-02-01 00:00:00,,,
9223825,STROFI,Bulk Carrier,17944,7829,2001,Panama,,Lidmar Shipping & Trading Co,Greece,Lidmar Shipping & Trading Co,Marathi Shiptrade Inc,Marshall Islands,Gadani,Pakistan,2021-02-01 00:00:00,,,
9191395,ACE,Crude/Oil Products Tanker,25202,9360,1999,Liberia,,Opera SA,Greece,Palermo SA,Acer Maritime Corp,Liberia,Alang,India,2021-02-01 00:00:00,,,
8421951,DZINTARKRASTS,Fishing Vessel,1898,1480,1984,Guinea-Bissau,,Star Fishing,Guinea-Bissau,Star Fishing,Star Fishing,Guinea-Bissau,Aliaga,Turkey,2021-02-01 00:00:00,,,
9146601,JIAN HUI,Bulk Carrier,24953,7586,1997,Panama,,Huaxin Shipping Co Ltd,Hong Kong,Huaxin Shipping Co Ltd,Rich Fortune Shipping Ltd,Marshall Islands,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9120061,GLORIEVER,Bulk Carrier,36559,9295,1996,Hong Kong ,,Xinhe International Shpg Ltd,Hong Kong,Xinhe International Shpg Ltd,Xinhe International Shpg Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8607634,SEA PRINCESS,Asphalt/Bitumen Tanker,4492,3027,1993,Cook Islands,Panama,Global Tankers Pvt Ltd,India,Global Tankers Pvt Ltd,Great Eastern Investments Inc,Panama,Alang,India,2021-02-01 00:00:00,,,
9185279,PETER P,Crude/Oil Products Tanker,57951,19648,2000,Comoros,Indonesia,Banyu Laju Shipping PT,Indonesia,Gemilang Bina Lintas Tirta PT,Banyu Laju Shipping PT,Indonesia,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8768177,HIBISCUS,Drilling Ship,2679,,1980,Indonesia,,Hitek Nusantara Offshore,Indonesia,Hitek Nusantara Offshore,Hitek Nusantara Offshore,Indonesia,Batam,Indonesia,2021-02-01 00:00:00,,,
6825775,PASE JAYA,Cement Carrier,3094,,1968,Indonesia,,Pasai Jaya PT,Indonesia,Pasai Jaya PT,Pasai Jaya PT,Indonesia,Surabaya,Indonesia,2021-02-01 00:00:00,,,
8204406,CLARITY 1,Cement Carrier,3792,2311,1982,St Kitts & Nevis,Liberia,Daiichi Chuo Kisen Kaisha,Japan,Daiichi Chuo Kisen Kaisha,Primero Shipping SA,Liberia,Alang,India,2021-02-01 00:00:00,,,
9063524,TATSURYO MARU,Powder Carrier,699,855,1993,Tuvalu,,Marukichi Commerce Co Ltd,Japan,Orient Star Lingyun SA,Orient Star Lingyun SA,Panama,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9254769,GRANDE SOLARIS,Bulk Carrier,87484,20391,2003,Liberia,,NYK Line,Japan,Asahi Shipping Co Ltd,Himalia/Norte,Panama,Alang,India,2021-02-01 00:00:00,,,
9060314,MAGIC,Ore Carrier,160666,46338,1994,St Kitts & Nevis,Marshall Islands,Polaris Shipping Co Ltd,Korea (South),Polaris Shipping Co Ltd,PS-1 Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9117363,LUCINO 1,Ro-Ro Cargo Ship,23900,10518,1996,Comoros,Korea (South),Sea World Express Ferry Co Ltd,Korea (South),Sea World Express Ferry Co Ltd,Sea World Express Ferry Co Ltd,Korea (South),Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9038672,SINOTRADER,Ore Carrier,148619,38493,1993,Korea (South),,Sinokor Merchant Marine Co Ltd,Korea (South),Han Sung Line Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8416748,SEA QUEEN,General Cargo Ship,3312,1915,1985,Comoros,Sierra Leone,Mantion Shipping Ltd,Lebanon,Mantion Shipping Ltd,Virtu Marine Ltd SA,Panama,Gadani,Pakistan,2021-02-01 00:00:00,,,
9078751,MIYA SATU,Products Tanker,3243,1999,1993,Malaysia,,Alam Group,Malaysia,Sea Elite Sdn Bhd,Sea Elite Sdn Bhd,Malaysia,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9135092,SALAM MEWAH,Container Ship (Fully Cellular),13272,5309,1996,Malaysia,,Malaysia Shipping Corp Sdn Bhd,Malaysia,Malaysia Shipping Corp Sdn Bhd,Malaysia Shipping Corp Sdn Bhd,Malaysia,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
7929970,DYNIA,"Bulk Carrier, Self-discharging",35748,12960,1981,Mexico,,Servicios Mexicanos,Mexico,Servicios Mexicanos,Servicios Mexicanos,Mexico,Alang,India,2021-02-01 00:00:00,,,
7104996,COMMANDER I,Standby Safety Vessel,988,,1971,Panama,,GloMar Holding BV,Netherlands,GloMar Shipmanagement BV,GloMar Offshore BV,Netherlands,s-Gravendeel,Netherlands,2021-02-01 00:00:00,,,
7431698,IDUNA,CO2 Tanker,2198,,1975,Norway (Nis),,Norsk Hydro ASA,Norway,Hydroship Services,Nippon Gases Europe Ship AS,Norway,Grenaa,Denmark,2021-02-01 00:00:00,,,
7821879,RAYSUT I,Cement Carrier,6389,3656,1979,Panama,,Raysut Cement Co,Oman,Raysut Cement Co,Raysea Navigation SA,Panama,Alang,India,2021-02-01 00:00:00,,,
8603365,INZHENER PLAVINSKIY,General Cargo Ship,8026,4917,1988,Russia,,Northern Shipping Co,Russia,Northern Shipping Co,Northern Shipping Co,Russia,Aliaga,Turkey,2021-02-01 00:00:00,,,
8513443,HELGIS,General Cargo Ship,6638,3339,1986,St Vincent & The Grenadines,,Selet Marine Ltd,Russia,Selet Marine Vanino Co Ltd,Selet Marine Ltd,Cyprus,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
7810442,BOISTEROUS,Crude/Oil Products Tanker,2977,1832,1978,Tanzania (Zanzibar),,National Bunkering Co Ltd,Saudi Arabia,National Bunkering Co Ltd,National Bunkering Co Ltd,Saudi Arabia,Gadani,Pakistan,2021-02-01 00:00:00,,,
9060235,WINFRED,Bulk Carrier,17429,6310,1993,Panama,,Feng Sea Shipping,Singapore,Feng Sea Shipping Pte Ltd,Winfred Shipping Co Ltd,China ,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9153707,REFINED,Bulk Carrier,18070,7353,1996,Panama,,Feng Sea Shipping Pte Ltd,Singapore,Feng Sea Shipping Pte Ltd,Refined Shipping Co Ltd,British Virgin Islands,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9116149,PRAVIK,Bulk Carrier,18070,7352,1996,Liberia,,Lyra Marine,Singapore,Lyra Marine Pte Ltd,Pravik Ship Owning Co,Liberia,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9116670,ANDA RAYA,Bulk Carrier,27763,7925,1996,Panama,,Sealink Shipping Singapore,Singapore,Sealink Shipping Singapore,Andaman Adventurer Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8611180,DRAVO COSTA DORADA,Trailing Suction Hopper Dredger,1996,,1987,Spain  ,,Dravo SA,Spain,Dravo SA,Dravo SA,Spain,Gijon,Spain,2021-02-01 00:00:00,,,
9015761,SOFIA,Chemical Tanker,4464,2424,1991,Cook Islands,,Jin Hao Ship Management Co Ltd,Taiwan,Jin Hao Ship Management Co Ltd,Golden Luxury Corp,Belize,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8416140,GRAND OCEAN,Crude/Oil Products Tanker,2824,1718,1984,Mongolia,,Jin Hao Ship Management Co Ltd,Taiwan,Jin Hao Ship Management Co Ltd,Grand Ocean Shipping Line,Panama,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9131010,SUNNY BRIGHT,Container Ship (Fully Cellular),4813,2392,1997,Sierra Leone,,Liu C-H,Taiwan,Liu C-H,Liu C-H,Taiwan,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8513883,EXCEL,General Cargo Ship,5512,2406,1985,Thailand,,K Express Co Ltd,Thailand,K Express Co Ltd,K Express Co Ltd,Thailand,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
8613671,PK MARINE 2,Passenger/Ro-Ro Ship (Vehicles),1759,1401,1986,Thailand,,Seatran Group,Thailand,Seatran Ferry Co Ltd,Seatran Ferry Co Ltd,Thailand,Chittagong,Bangladesh,2021-02-01 00:00:00,,,
9108867,RENNES,Products Tanker,3239,1688,1994,Liberia,,West Enterprise Shipmanagement,United Arab Emirates,West Enterprise Shipmanagement,Rennes Shipmanagement Inc,Liberia,Alang,India,2021-02-01 00:00:00,,,
